# Kx Ky E
0 0 -1.0658141036402e-14 1
0 0 -8.8817841970013e-15 1
0 0 -3.5527136788005e-15 1
0 0 -1.7763568394003e-15 1
0 0 0 1
0 0 0 1
0 0 1.7763568394003e-15 1
0 0 1.7763568394003e-15 1
0 0 1.7763568394003e-15 1
0 0 0.0115821147108 1
0 1 -5.3290705182008e-15 2
0 1 -5.3290705182008e-15 2
0 1 -3.5527136788005e-15 2
0 1 0 2
0 1 0 2
0 1 0 2
0 1 0 2
0 1 0 2
0 1 1.7763568394003e-15 2
0 1 5.3290705182008e-15 2
0 1 0.01158211471299 2
1 1 -5.3290705182008e-15 1
1 1 -3.5527136788005e-15 1
1 1 -1.7763568394003e-15 1
1 1 -1.7763568394003e-15 1
1 1 0 1
1 1 0 1
1 1 0 1
1 1 7.105427357601e-15 1
1 1 7.105427357601e-15 1
1 1 7.105427357601e-15 1
1 1 0.011582114715177 1
